plan_id,plan_name,metal,premium,medical_deductable_person,medical_deductable_family,drug_deductable_person,drug_deductable_family,combined_deductable_person,combined_deductable_family,max_out_of_pocket_person,max_out_of_pocket_family,has_out_of_network,is_hsa,primary_care_visit_to_treat_an_injury_or_illness,specialist_visit,preventive_care_screening_immunization,preferred_brand_drugs,non_preferred_brand_drugs,specialty_drugs,generic_drugs,transplant,second_opinion,applied_behavior_analysis_based_therapies,chemotherapy,family_planning_services,urgent_care_centers_or_facilities,emergency_room_services,emergency_transportation_ambulance,well_baby_visits_and_care,prenatal_and_postnatal_care,gym_membership_reimbursement,x_rays_and_diagnostic_imaging,laboratory_outpatient_and_professional_services,imaging,major_dental_care_child,orthodontia_child,basic_dental_care_child,dental_check_up_for_children,mental_behavioral_health_inpatient_services,mental_behavioral_health_outpatient_services,substance_abuse_disorder_inpatient_services,substance_abuse_disorder_outpatient_services,outpatient_facility_fee,outpatient_surgery_physician_surgical_services,home_health_care_services,outpatient_rehabilitation_services,prosthetic_devices,chiropractic_care,inpatient_rehabilitation_services,durable_medical_equipment,skilled_nursing_facility,delivery_and_all_inpatient_services_for_maternity_care,inpatient_hospital_services,inpatient_physician_and_surgical_services,routine_eye_exam_for_children,contact_lenses_for_children,eye_glasses_for_children,acupuncture,telemedicine,step_tracking,free_pcp_visits_at_the_oscar_health_center,teeth_whitening_for_adults,autism_spectrum_disorders,dental_x_rays_for_adults,basic_dental_care_adult,routine_dental_services,routine_eye_exam
40116,"CareConnect EPO Platinum ST INN Pediatric Dental Dep 25",Platinum,1492.00,0,0,,,,,2000,4000,No,No,$15,$35,$0,$30.00,$60.00,,$10.00,$600.00,$35.00,$15.00,$15.00,$0,$55.00,$100.00,$100.00,$0,$0,$0,$35.00,$35.00,$35.00,$15.00,$15.00,$15.00,$15.00,"$500 Copay per Stay",$15.00,"$500 Copay per Stay",$15.00,$100.00,$100.00,$15.00,$25.00,10.00%,$35.00,$500.00,10.00%,"$500 Copay per Stay",$600.00,"$500 Copay per Stay",$100.00,$15.00,10.00%,10.00%,,$0,,,,,,,,
40122,"CareConnect EPO Platinum NS INN Pediatric Dental Dep 25 Acupuncture High Rx",Platinum,1522.00,0,0,100,300,,,1000,2000,No,No,$30.00,$30.00,0.00%,"$35 Copay after deductible","$75 Copay after deductible",,$15.00,$500.00,$30.00,$30.00,$30.00,$0,$30.00,$200.00,$100.00,0.00%,$0,$0,$30.00,$30.00,$30.00,$200.00,$200.00,$30.00,$30.00,$500.00,$30.00,$500.00,$30.00,$200.00,$0,$30.00,$30.00,$200.00,$30.00,$500.00,$200.00,"$500 Copay per Stay",$500.00,"$500 Copay per Stay",0.00%,$30.00,10.00%,10.00%,$30.00,$0,,,,,,,,
40128,"CareConnect EPO Platinum NS INN Pediatric Dental Dep 25 Acupuncture Low Rx",Platinum,1498.00,0,0,,,,,1000,2000,No,No,$30.00,$30.00,0.00%,$50.00,50.00%,,$10.00,$500.00,$30.00,$30.00,$30.00,$0,$30.00,$200.00,$100.00,0.00%,$0,$0,$30.00,$30.00,$30.00,$200.00,$200.00,$30.00,$30.00,$500.00,$30.00,$500.00,$30.00,$200.00,$0,$30.00,$30.00,$200.00,$30.00,$500.00,$200.00,"$500 Copay per Stay",$500.00,"$500 Copay per Stay",0.00%,$30.00,10.00%,10.00%,$30.00,$0,,,,,,,,
40134,"CareConnect EPO Gold NS INN Pediatric Dental Dep 25 Acupuncture High Rx",Gold,1318.00,1000,2000,100,300,,,3000,6000,No,No,$30.00,$50.00,0.00%,"$35 Copay after deductible","$75 Copay after deductible",,$15.00,"10% Coinsurance after deductible",$50.00,$30.00,$30.00,$0,$50.00,$200.00,$100.00,0.00%,$0,$0,"10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible",$30.00,$30.00,"10% Coinsurance after deductible",$30.00,"10% Coinsurance after deductible",$30.00,"10% Coinsurance after deductible","10% Coinsurance after deductible",$30.00,$30.00,"10% Coinsurance after deductible",$50.00,"10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible",$30.00,"10% Coinsurance after deductible","10% Coinsurance after deductible",$50.00,$0,,,,,,,,
40149,"CareConnect EPO Silver NS INN Pediatric Dental Dep 25 Acupuncture High Rx",Silver,1154.00,4000,8000,100,300,,,6000,12000,No,No,$40.00,$60.00,$0,"$35 Copay after deductible","$75 Copay after deductible",,$15.00,"20% Coinsurance after deductible",$60.00,$40.00,$40.00,$0,$60.00,$350.00,$150.00,$0,$0,$0,$40.00,$60.00,$60.00,"20% Coinsurance after deductible","20% Coinsurance after deductible",$40.00,$40.00,"20% Coinsurance after deductible",$40.00,"20% Coinsurance after deductible",$40.00,$350.00,$100.00,$40.00,$40.00,"20% Coinsurance after deductible",$60.00,"20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible",$100.00,$40.00,"20% Coinsurance after deductible","20% Coinsurance after deductible",$60.00,$0,,,,,,,,
40161,"CareConnect EPO Silver NS INN Pediatric Dental Dep 25 Acupuncture Low Rx",Silver,1130.00,4000,8000,,,,,6000,12000,No,No,$40.00,$60.00,$0,$50.00,50.00%,,$10.00,"20% Coinsurance after deductible",$60.00,$40.00,$40.00,$0,$60.00,$350.00,$150.00,$0,$0,$0,$40.00,$60.00,$60.00,"20% Coinsurance after deductible","20% Coinsurance after deductible",$40.00,$40.00,"20% Coinsurance after deductible",$40.00,"20% Coinsurance after deductible",$40.00,$350.00,$100.00,$40.00,$40.00,"20% Coinsurance after deductible",$60.00,"20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible",$100.00,$40.00,"20% Coinsurance after deductible","20% Coinsurance after deductible",$60.00,$0,,,,,,,,
40170,"CareConnect EPO Bronze HSA NS INN Pediatric Dental Dep 25 Acupuncture",Bronze,872.00,,,,,5500,11000,6550,13100,No,Yes,"30% Coinsurance after deductible","30% Coinsurance after deductible",$0,"$35 Copay after deductible","$75 Copay after deductible",,"$15 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible",$0,"30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible",$0,$0,$0,"30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible",$0,,,,,,,,
40200,"CareConnect EPO Bronze HSA ST INN Pediatric Dental Dep 25",Bronze,886.00,,,,,5500,11000,6550,13100,No,Yes,"50% Coinsurance after deductible","50% Coinsurance after deductible",$0,"$35 Copay after deductible","$70 Copay after deductible",,"$10 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",$0,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",$0,$0,$0,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",,$0,,,,,,,,
41474,"CareConnect EPO Gold NS INN Pediatric Dental Dep 25 Acupuncture Low Rx",Gold,1298.00,1000,2000,,,,,3000,6000,No,No,$30.00,$50.00,0.00%,$50.00,50.00%,,$10.00,"10% Coinsurance after deductible",$50.00,$30.00,$30.00,$0,$50.00,$200.00,$100.00,0.00%,$0,$0,"10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible",$30.00,$30.00,"10% Coinsurance after deductible",$30.00,"10% Coinsurance after deductible",$30.00,"10% Coinsurance after deductible","10% Coinsurance after deductible",$30.00,$50.00,"10% Coinsurance after deductible",$50.00,"10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible",$30.00,"10% Coinsurance after deductible","10% Coinsurance after deductible",$50.00,$0,,,,,,,,
41510,"CareConnect EPO Platinum NS INN Dep 25 Acupuncture",Platinum,1376.00,,,,,1200,2400,1200,2400,No,No,"No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible",,$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,$0,,"No Charge after deductible","No Charge after deductible","No Charge after deductible",,,,,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,,,,,,,,
41516,"CareConnect EPO Gold NS INN Dep 25 Acupuncture",Gold,1250.00,,,,,2250,4500,2250,4500,No,No,"No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible",,$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,$0,,"No Charge after deductible","No Charge after deductible","No Charge after deductible",,,,,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,,,,,,,,
41525,"CareConnect EPO Silver NS INN Dep 25 Acupuncture",Silver,974.00,,,,,3000,6000,6850,13700,No,No,$25.00,$45.00,$0,$25.00,"25% Coinsurance after deductible",,$0,"25% Coinsurance after deductible",$45.00,$25.00,$25.00,$0,$60.00,"25% Coinsurance after deductible","25% Coinsurance after deductible",$0,$0,,"25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible",,,,,"25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible",$45.00,"25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible",$25.00,"25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible",$0,,,,,,,,
41652,"Oscar Market Platinum, ST, INN, Dep25, Step Tracking Rewards, Free Telemedicine",Platinum,1559.23,,,,,0,0,2000,4000,No,No,$15.00,$35.00,$0,$30.00,$60.00,,$10.00,$600.00,$35.00,$15.00,$15.00,$0,$55.00,$100.00,$100.00,$0,$0,,$35.00,$35.00,$35.00,$15.00,$15.00,$15.00,$15.00,"$500.00 Copay per Stay",$15.00,"$500.00 Copay per Stay",$15.00,$100.00,$100.00,$15.00,$25.00,10.00%,$35.00,$500.00,10.00%,"$500.00 Copay per Stay",$600.00,"$500.00 Copay per Stay",$100.00,$15.00,10.00%,10.00%,,$0,$0,,,,,,,
41658,"Oscar Market Gold, ST, INN, Dep25, Step Tracking Rewards, Free Telemedicine",Gold,1356.08,,,,,600,1200,4000,8000,No,No,"$25.00 Copay after deductible","$40.00 Copay after deductible",$0,"$35.00 Copay before deductible","$70.00 Copay before deductible",,"$10.00 Copay before deductible","$1100.00 Copay after deductible","$40.00 Copay after deductible","$25.00 Copay after deductible","$25.00 Copay after deductible",$0,"$60.00 Copay after deductible","$150.00 Copay after deductible","$150.00 Copay after deductible",$0,$0,,"$40.00 Copay after deductible","$40.00 Copay after deductible","$40.00 Copay after deductible","$25.00 Copay after deductible","$25.00 Copay after deductible","$25.00 Copay after deductible","$25.00 Copay after deductible","$1000.00 Copay per Stay after deductible","$25.00 Copay after deductible","$1000.00 Copay per Stay after deductible","$25.00 Copay after deductible","$100.00 Copay after deductible","$100.00 Copay after deductible","$25.00 Copay after deductible","$30.00 Copay after deductible","20.00% Coinsurance after deductible","$40.00 Copay after deductible","$1000.00 Copay after deductible","20.00% Coinsurance after deductible","$1000.00 Copay per Stay after deductible","$1100.00 Copay after deductible","$1000.00 Copay per Stay after deductible","$100.00 Copay after deductible","$25.00 Copay after deductible","20.00% Coinsurance after deductible","20.00% Coinsurance after deductible",,$0,$0,,,,,,,
41667,"Oscar Market Silver, ST, INN, Dep25, Step Tracking Rewards, Free Telemedicine",Silver,1084.59,,,,,1650,3300,5700,11400,No,No,"$30.00 Copay after deductible","$50.00 Copay after deductible",$0,"$35.00 Copay before deductible","$70.00 Copay before deductible",,"$10.00 Copay before deductible","$1600.00 Copay after deductible","$50.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible",$0,"$70.00 Copay after deductible","$250.00 Copay after deductible","$150.00 Copay after deductible",$0,$0,,"$50.00 Copay after deductible","$50.00 Copay after deductible","$50.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible","$1500.00 Copay per Stay after deductible","$30.00 Copay after deductible","$1500.00 Copay per Stay after deductible","$30.00 Copay after deductible","$100.00 Copay after deductible","$100.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible","25.00% Coinsurance after deductible","$50.00 Copay after deductible","$1500.00 Copay after deductible","25.00% Coinsurance after deductible","$1500.00 Copay per Stay after deductible","$1600.00 Copay after deductible","$1500.00 Copay per Stay after deductible","$100.00 Copay after deductible","$30.00 Copay after deductible","25.00% Coinsurance after deductible","25.00% Coinsurance after deductible",,$0,$0,,,,,,,
41676,"Oscar Market Bronze, ST, INN, Dep25, Step Tracking Rewards, Free Telemedicine",Bronze,858.49,,,,,4000,8000,7150,14300,No,No,"50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",$0,"$35.00 Copay after deductible","$70.00 Copay after deductible",,"$10.00 Copay after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",$0,"50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",$0,$0,,"50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",,$0,$0,,,,,,,
41698,"Oscar Simple Bronze, NS, INN, Dep25, $5 Generic Drugs, Step Tracking Rewards, Free Telemedicine",Bronze,849.03,,,,,7150,14300,7150,14300,No,No,"$0.00 Copay after deductible","$0.00 Copay after deductible",$0,"$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible",$5.00,"$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible",$0,"$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible",$0,$0,,"$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay per Stay after deductible","$0.00 Copay after deductible","$0.00 Copay per Stay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible","$0.00 Copay after deductible",,$0.00,$0,$0.00,,,,,,
41707,"Oscar Simple Silver, NS, INN, Dep25, Free Generic Drugs, Step Tracking Rewards, Free Telemedicine",Silver,966.89,,,,,4500,9000,4500,9000,No,No,"$10.00 Copay before deductible","$50.00 Copay before deductible",$0,"$50.00 Copay before deductible","No Charge after deductible",,"$0.00 Copay before deductible","No Charge after deductible","$50.00 Copay before deductible","No Charge after deductible","No Charge after deductible",$0,"$100.00 Copay before deductible","No Charge after deductible","No Charge after deductible",$0,$0,,"No Charge after deductible","$25.00 Copay before deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","$50.00 Copay before deductible","No Charge after deductible","$50.00 Copay before deductible","No Charge after deductible","No Charge after deductible","$50.00 Copay before deductible","$50.00 Copay before deductible","No Charge after deductible","$50.00 Copay before deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","$50.00 Copay before deductible","No Charge after deductible","No Charge after deductible",,"$0.00 Copay before deductible","$0.00 Copay before deductible","$0.00 Copay before deductible",,,,,,
41716,"Oscar Simple Gold, NS, INN, Dep25, Free Generic Drugs, Step Tracking Rewards, Free Telemedicine",Gold,1269.37,,,,,3000,6000,3000,6000,No,No,"$10.00 Copay before deductible","$50.00 Copay before deductible",$0,"$50.00 Copay before deductible","No Charge after deductible",,"$0.00 Copay before deductible","No Charge after deductible","$50.00 Copay before deductible","No Charge after deductible","No Charge after deductible",$0,"$100.00 Copay before deductible","No Charge after deductible","No Charge after deductible",$0,$0,,"No Charge after deductible","$25.00 Copay before deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","$50.00 Copay before deductible","No Charge after deductible","$50.00 Copay before deductible","No Charge after deductible","No Charge after deductible","$50.00 Copay before deductible","$50.00 Copay before deductible","No Charge after deductible","$50.00 Copay before deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","$50.00 Copay before deductible","No Charge after deductible","No Charge after deductible",,"$0.00 Copay before deductible","$0.00 Copay before deductible","$0.00 Copay before deductible",,,,,,
41722,"Oscar Simple Platinum, NS, INN, Dep25, Free Generic Drugs, Step Tracking Rewards, Free Telemedicine",Platinum,1471.82,,,,,1500,3000,1500,3000,No,No,"$10.00 Copay before deductible","$50.00 Copay before deductible",$0,"$50.00 Copay before deductible","No Charge after deductible",,"$0.00 Copay before deductible","No Charge after deductible","$50.00 Copay before deductible","No Charge after deductible","No Charge after deductible",$0,"$100.00 Copay before deductible","No Charge after deductible","No Charge after deductible",$0,$0,,"No Charge after deductible","$25.00 Copay before deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","$50.00 Copay before deductible","No Charge after deductible","$50.00 Copay before deductible","No Charge after deductible","No Charge after deductible","$50.00 Copay before deductible","$50.00 Copay before deductible","No Charge after deductible","$50.00 Copay before deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","$50.00 Copay before deductible","No Charge after deductible","No Charge after deductible",,"$0.00 Copay before deductible","$0.00 Copay before deductible","$0.00 Copay before deductible",,,,,,
41758,"MVP Premier Plus Bronze 2 NS INN Dep25 Acupuncture Telemedicine Wellness 1PCP",Bronze,869.80,,,,,5100,10200,7150,14300,No,No,"40.00% Coinsurance after deductible","40.00% Coinsurance after deductible",$0,"$60.00 Copay after deductible","$80.00 Copay after deductible",,"$5.00 Copay after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible",$0,"40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible",$0,$0,,"40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible",,,,,"40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible","40.00% Coinsurance after deductible",,,,,,,,,
41764,"MVP Premier Plus Silver 1 NS INN Dep25 Acupuncture Telemedicine Wellness",Silver,1123.18,1250,2500,0,0,,,5700,11400,No,No,$30.00,"$50.00 Copay after deductible",$0,$45.00,$90.00,,$10.00,"20.00% Coinsurance after deductible","$50.00 Copay after deductible","$50.00 Copay after deductible","$50.00 Copay after deductible",$0,"$50.00 Copay after deductible","$275.00 Copay after deductible","$275.00 Copay after deductible",$0,$0,,"$125.00 Copay after deductible",$50.00,"$225.00 Copay after deductible",,,,,"20.00% Coinsurance after deductible",$30.00,"20.00% Coinsurance after deductible",$30.00,"$300.00 Copay after deductible","$200.00 Copay after deductible","$50.00 Copay after deductible","$50.00 Copay after deductible","50.00% Coinsurance after deductible","$50.00 Copay after deductible","20.00% Coinsurance after deductible","50.00% Coinsurance after deductible","20.00% Coinsurance after deductible","20.00% Coinsurance after deductible","20.00% Coinsurance after deductible","20.00% Coinsurance after deductible","$50.00 Copay after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",,,,,,,,,
41770,"MVP Premier Plus Silver 2 NS INN Dep25 Acupuncture Telemedicine WellnessÂ 3PCP",Silver,1026.62,,,,,1900,3800,5700,11400,No,No,$40.00,"$70.00 Copay after deductible",$0,"$40.00 Copay after deductible","$70.00 Copay after deductible",,"$15.00 Copay after deductible","20.00% Coinsurance after deductible","$70.00 Copay after deductible","$70.00 Copay after deductible","$70.00 Copay after deductible",$0,$70.00,$500.00,$500.00,$0,$0,,"$125.00 Copay after deductible",$70.00,"$225.00 Copay after deductible",,,,,"20.00% Coinsurance after deductible",$40.00,"20.00% Coinsurance after deductible",$40.00,"$200.00 Copay after deductible","$200.00 Copay after deductible","$50.00 Copay after deductible","$70.00 Copay after deductible","50.00% Coinsurance after deductible","$70.00 Copay after deductible","20.00% Coinsurance after deductible","50.00% Coinsurance after deductible","20.00% Coinsurance after deductible","20.00% Coinsurance after deductible","20.00% Coinsurance after deductible","20.00% Coinsurance after deductible","$70.00 Copay after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",,,,,,,,,
41773,"MVP Premier Plus Gold 1 NS INN Dep25 Acupuncture Telemedicine WellnessÂ 3PCP",Gold,1297.80,950,1900,100,200,,,6550,13100,No,No,$15.00,"$50.00 Copay after deductible",$0.00,"$40.00 Copay after deductible","$60.00 Copay after deductible",,$10.00,"$600.00 Copay after deductible","$50.00 Copay after deductible","$50.00 Copay after deductible","$50.00 Copay after deductible",$0,$50.00,$350.00,$350.00,$0,$0,,"$60.00 Copay after deductible",$50.00,"$160.00 Copay after deductible",,,,,"$500.00 Copay per Stay after deductible",$15.00,"$500.00 Copay per Stay after deductible",$15.00,"$200.00 Copay after deductible","$100.00 Copay after deductible","$50.00 Copay after deductible","$50.00 Copay after deductible","50.00% Coinsurance after deductible","$50.00 Copay after deductible","$500.00 Copay after deductible","50.00% Coinsurance after deductible","$500.00 Copay per Stay after deductible","$600.00 Copay after deductible","$500.00 Copay per Stay after deductible","$100.00 Copay after deductible","$50.00 Copay after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",,,,,,,,,
41776,"MVP Premier Plus Platinum 1 NS INN Dep25 Acupuncture Telemedicine Wellness 3PCP",Platinum,1527.66,0,0,0,0,,,3300,6600,No,No,$5.00,$45.00,$0,$40.00,$60.00,,$10.00,$400.00,$45.00,$45.00,$45.00,$0,$45.00,$200.00,$200.00,$0,$0,,$50.00,$45.00,$150.00,,,,,"$300.00 Copay per Stay",$5.00,"$300.00 Copay per Stay",$5.00,$100.00,$100.00,$45.00,$45.00,50.00%,$45.00,$300.00,50.00%,"$300.00 Copay per Stay",$400.00,"$300.00 Copay per Stay",$100.00,$45.00,50.00%,50.00%,50.00%,,,,,,,,,
41779,"MVP Premier Plus Platinum 2 NS INN Dep25 Acupuncture Telemedicine Wellness",Platinum,1546.96,0,0,0,0,,,2700,5400,No,No,$5.00,$35.00,$0,$30.00,$50.00,,$5.00,$400.00,$35.00,$35.00,$35.00,$0,$35.00,$200.00,$200.00,$0,$0,,$40.00,$35.00,$140.00,,,,,"$300.00 Copay per Stay",$5.00,"$300.00 Copay per Stay",$5.00,$200.00,$100.00,$35.00,$35.00,50.00%,$35.00,$300.00,50.00%,"$300.00 Copay per Stay",$400.00,"$300.00 Copay per Stay",$100.00,$35.00,50.00%,50.00%,50.00%,,,,,,,,,
41782,"MVP Premier Plus Bronze 1 NS INN Dep25 Acupuncture Telemedicine Wellness",Bronze,929.96,3900,7800,200,400,,,7150,14300,No,No,"$40.00 Copay after deductible","$80.00 Copay after deductible",$0,"$45.00 Copay after deductible","$90.00 Copay after deductible",,"$10.00 Copay after deductible","$1800.00 Copay after deductible","$80.00 Copay after deductible","$80.00 Copay after deductible","$80.00 Copay after deductible",$0,"$80.00 Copay after deductible","$500.00 Copay after deductible","$500.00 Copay after deductible",$0,$0,,"$100.00 Copay after deductible","$80.00 Copay after deductible","$200.00 Copay after deductible",,,,,"$1500.00 Copay per Stay after deductible","$40.00 Copay after deductible","$1500.00 Copay per Stay after deductible","$40.00 Copay after deductible","$300.00 Copay after deductible","$300.00 Copay after deductible","$50.00 Copay after deductible","$80.00 Copay after deductible","50.00% Coinsurance after deductible","$80.00 Copay after deductible","$1500.00 Copay after deductible","50.00% Coinsurance after deductible","$1500.00 Copay per Stay after deductible","$1800.00 Copay after deductible","$1500.00 Copay per Stay after deductible","$300.00 Copay after deductible","$80.00 Copay after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",,,,,,,,,
